ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007167,enzyme-linked receptor protein signaling pathway,90/900,405/6311,5.192880688118606e-6,2.8151264462772553e-4,2.200334026188729e-4,Adam17/Angpt1/Arid4b/Arid5b/Atxn1/Bdnf/Bmpr1a/Cblb/Ccbe1/Ccn1/Ccn2/Cd59a/Cdh13/Col4a1/Col4a2/Csrp3/Epha4/Ext1/Fer/Fermt2/Flt1/Foxo1/Fut8/Gab1/Garem1/Ghr/Got1/Grb14/Gsk3b/Hivep1/Hspb1/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itga1/Itgb5/Kank1/Kif16b/Ldlrad4/Lifr/Lnpep/Mapkapk2/Myo1e/Myocd/Nck1/Nedd4/Nedd9/Nfia/Nlk/Nppa/Nppb/Nr4a3/Nrp1/Nus1/Osbpl8/Pakap/Pdgfd/Pdpk1/Pid1/Pik3r1/Plcb1/Plce1/Ppara/Prickle1/Prkd1/Prlr/Ptprk/Rab7/Rbpj/Rbpms/Schip1/Setx/Slc39a14/Smurf1/Socs2/Spred2/Sptbn1/Stat3/Stat5b/Tbx20/Tcf7l2/Tgfb2/Tmem108/Tob1/Vegfa/Zeb2/Zfp451/Zfp950,90
GO:0006814,sodium ion transport,27/900,79/6311,6.063088870374264e-6,3.2412262586209087e-4,2.533378361334744e-4,Ank3/Atp1a1/Atp1b1/Camk2d/Ednra/Hcn1/Hecw2/Kcnq1/Kif5b/Nedd4/Nedd4l/Nppa/Plcb1/Scn5a/Sik1/Slc20a2/Slc23a2/Slc24a2/Slc38a2/Slc4a4/Slc4a7/Slc6a6/Slc8a1/Slmap/Snta1/Stk39/Wnk2,27
GO:0031175,neuron projection development,100/900,464/6311,6.2942013846284025e-6,3.3186823464979073e-4,2.593918897947798e-4,Adam17/Adamts1/Adarb1/Ank3/Ankrd1/Arhgap44/Arid1b/Asap1/Bcl2/Bdnf/Btg2/Camk1d/Caprin1/Cdh2/Cdh4/Clic5/Clip1/Clu/Cpeb1/Cpeb3/Creb3l2/Cux2/Dag1/Dleu2/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Gja1/Golga4/Gsk3b/Hecw2/Hspb1/Igf1r/Itga1/Itgb1/Itpr1/Kalrn/Kank1/Kidins220/Kif5b/Lama2/Lifr/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mtr/Mycbp2/Myo9a/Myot/Nck1/Nedd4/Nedd4l/Nexn/Nfe2l2/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Prkd1/Ptprg/Ptprk/Qki/Rap1gap2/Rapgef4/Raph1/Ripor2/Ror1/Sema5a/Setx/Slc23a2/Slit2/Slit3/Smurf1/Snx3/Spag9/Tanc2/Tgfb2/Tmem108/Tnik/Tox/Trak2/Twf2/Ube2v2/Ush1c/Vegfa/Zeb2/Zmynd8,100
GO:0032970,regulation of actin filament-based process,50/900,190/6311,6.779079282269644e-6,3.526037318575116e-4,2.755989841924131e-4,Ankrd23/Arhgap44/Atp1a1/Baiap2l1/Bcas3/Cacna1c/Casq2/Ccn2/Clasp1/Csrp3/Dsg2/Dsp/Dstn/Eln/Fer/Fermt2/Fhod3/Frmd6/Gja1/Kank1/Kank2/Lmod2/Mef2c/Mtss1/Myh7b/Mylk3/Nck1/Neb/Nedd9/Nrp1/Pak2/Pik3r1/Pln/Ppm1e/Ppp1r9a/Prkce/Prkd1/Prox1/Scn5a/Sema5a/Slit2/Spta1/Sptbn1/Ssh2/Svil/Tgfb2/Tnnt2/Tpm1/Twf2/Zeb2,50
GO:0034765,regulation of monoatomic ion transmembrane transport,47/900,175/6311,7.093500685122334e-6,3.6403845516047817e-4,2.8453649063971413e-4,Abcc8/Abcc9/Agtr1a/Ank3/Asph/Atp1b1/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Clic5/Dpp6/Dysf/Ednra/Hcn1/Hecw2/Itgb1/Kcnd3/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nppa/Nr3c2/Pirt/Plcb1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2/Ywhaq,47
GO:0034220,monoatomic ion transmembrane transport,67/900,281/6311,7.983328495904042e-6,4.043135707991402e-4,3.160159673309384e-4,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank3/Ano4/Asph/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Clic5/Dpp6/Dysf/Ednra/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nnt/Nppa/Nr3c2/Pirt/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Slc23a2/Slc24a2/Slc39a14/Slc4a4/Slc6a6/Slc8a1/Slmap/Snta1/Stk39/Tgfb2/Trpc1/Ubr3/Wnk2/Ywhaq,67
GO:0070252,actin-mediated cell contraction,22/900,59/6311,8.962357565454404e-6,4.480014840186234e-4,3.5016292443019396e-4,Abcc9/Actc1/Atp1a1/Cacna1c/Cacnb2/Camk2d/Casq2/Dsg2/Dsp/Frmd6/Kcnn2/Kcnq1/Myh6/Myh7/Myh7b/Nedd4l/Pln/Scn5a/Snta1/Tnnt2/Tpm1/Zeb2,22
GO:0022603,regulation of anatomical structure morphogenesis,83/900,371/6311,9.44509294969242e-6,4.6607900978674525e-4,3.6429251889636896e-4,Abcc8/Adamts1/Adamts9/Agtr1a/Arhgap44/Bdnf/Bmpr1a/Bnip3/Caprin1/Ccbe1/Cd59a/Cdh2/Cdh4/Cfdp1/Clasp1/Col4a2/Cpe/Cux2/Dag1/Dnm1l/Ednra/Epb41/Epha4/Fermt2/Fgd4/Flt1/Gab1/Gja1/Glul/Golga4/Gsk3b/Hecw2/Hk2/Hspb1/Itgb1/Kalrn/Kank1/Mapt/Mef2c/Mfn1/Mkln1/Mllt3/Myl12a/Myo9a/Nedd4/Nedd4l/Nfe2l2/Nrp1/Ntn1/Pafah1b1/Pak2/Pakap/Palmd/Parvb/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prickle1/Prkd1/Rbpj/Rc3h1/Runx1/Sema5a/Shroom3/Slc23a2/Slit2/Smurf1/Spag9/Spta1/Stab1/Stard13/Stat3/Tanc2/Tfrc/Tgfb2/Tnfsf13b/Tnik/Tpm1/Trak2/Twf2/Vegfa/Zeb2,83
GO:0040013,negative regulation of locomotion,38/900,132/6311,9.582390766695109e-6,4.6686863368366425e-4,3.649096976844053e-4,Abcc8/Abhd2/Adamts9/Adarb1/Arid4b/Arrdc3/Bcl2/Bmpr1a/Clasp1/Dach1/Dag1/Epha4/Gsk3b/Idh2/Igfbp5/Kank1/Ldlrad4/Lrch1/Mctp1/Mef2c/Mitf/Myocd/Nav3/Nedd9/Nfe2l2/Nrp1/Osbpl8/Plcb1/Ptprg/Ptprk/Ripor2/Sema5a/Slit2/Stard13/Stat3/Tpm1/Zeb2/Zmynd8,38
GO:0045597,positive regulation of cell differentiation,81/900,361/6311,1.083693744856963e-5,5.213921529943063e-4,4.0752588457910533e-4,Adamts9/Agtr1a/Arid1b/Atxn1/Bcl2/Bdnf/Bmpr1a/Caprin1/Ccn1/Ccn2/Cdh4/Cebpb/Clu/Csrp3/Cux2/Dag1/Dnm1l/Dpf3/Epc1/Epha4/Fermt2/Flt1/Gja1/Golga4/Gsk3b/Hopx/Il15/Ipo7/Itgb1/Kalrn/Lama2/Lpl/Malt1/Mapt/Mef2c/Mfn1/Mylk3/Myocd/Nedd9/Noct/Nr2c2/Nrp1/Ntn1/Pafah1b1/Pik3r1/Plcb1/Plxna2/Plxna4/Por/Ppargc1b/Prkd1/Prox1/Qki/Rbm24/Ripor2/Runx1/Sema5a/Shb/Slc6a6/Smurf1/Smyd1/Socs2/Sox6/Spag9/Spen/Stat3/Stat5b/Tbx20/Tcf7l2/Tent5a/Tgfb2/Tgm2/Thrb/Tnik/Tox/Twf2/Ufl1/Vegfa/Wnt5b/Xrcc4/Zeb2,81
GO:0010975,regulation of neuron projection development,60/900,246/6311,1.1440648237613423e-5,5.436426551428897e-4,4.2491712362701967e-4,Adam17/Adamts1/Ankrd1/Arhgap44/Bdnf/Camk1d/Caprin1/Cdh2/Cdh4/Clip1/Cpeb1/Creb3l2/Cux2/Dleu2/Dnm1l/Epha4/Golga4/Gsk3b/Hecw2/Hspb1/Igf1r/Itgb1/Itpr1/Kalrn/Kank1/Kidins220/Mapt/Mfn1/Mycbp2/Nck1/Nedd4/Nedd4l/Nfe2l2/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prkd1/Ptprg/Qki/Rap1gap2/Rapgef4/Ror1/Sema5a/Setx/Slit2/Smurf1/Snx3/Tanc2/Tnik/Tox/Trak2/Twf2/Ube2v2/Vegfa/Zeb2,60
GO:0030336,negative regulation of cell migration,35/900,119/6311,1.2846495270074728e-5,6.030019548111905e-4,4.7131301003688794e-4,Abcc8/Abhd2/Adamts9/Adarb1/Arid4b/Bcl2/Bmpr1a/Clasp1/Dach1/Dag1/Epha4/Gsk3b/Idh2/Igfbp5/Kank1/Ldlrad4/Lrch1/Mctp1/Mef2c/Mitf/Myocd/Nav3/Nedd9/Nfe2l2/Osbpl8/Plcb1/Ptprg/Ptprk/Ripor2/Slit2/Stard13/Stat3/Tpm1/Zeb2/Zmynd8,35
GO:0033002,muscle cell proliferation,37/900,129/6311,1.3737620772953343e-5,6.370614741578002e-4,4.979343077882138e-4,Adamts1/Agtr1a/Angpt1/Bmpr1a/Camk2d/Cdh13/Cxadr/Ednra/Ern1/Flt1/Gja1/Gsk3b/Hdac4/Igf1r/Igfbp5/Il15/Kpna1/Mef2c/Myocd/Nampt/Nppb/Npr3/Nr4a3/Pdgfd/Pik3r1/Rbpj/Stat3/Stat5b/Tbx20/Tcf7l2/Tgfb2/Tgm2/Timp3/Tlr4/Tpm1/Vegfa/Zfpm2,37
GO:0048812,neuron projection morphogenesis,68/900,291/6311,1.4061821172444287e-5,6.443327344373579e-4,5.036176053990699e-4,Adam17/Adarb1/Ank3/Arhgap44/Bcl2/Bdnf/Caprin1/Cdh2/Cdh4/Clu/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Gja1/Golga4/Gsk3b/Hecw2/Igf1r/Itga1/Itgb1/Kalrn/Kidins220/Kif5b/Lama2/Lifr/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mycbp2/Myo9a/Myot/Nedd4/Nedd4l/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Raph1/Sema5a/Slc23a2/Slit2/Slit3/Smurf1/Spag9/Tanc2/Tgfb2/Tmem108/Tnik/Trak2/Twf2/Vegfa/Zeb2,68
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,63/900,265/6311,1.65371342746043e-5,7.40132904918046e-4,5.784960802548237e-4,Angpt1/Arid5b/Atxn1/Bdnf/Cblb/Ccbe1/Ccn2/Cd59a/Cdh13/Col4a1/Col4a2/Csrp3/Epha4/Ext1/Fer/Flt1/Foxo1/Gab1/Garem1/Ghr/Grb14/Gsk3b/Hspb1/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itga1/Kank1/Kif16b/Mapkapk2/Myo1e/Myocd/Nck1/Nedd4/Nedd9/Nppa/Nr4a3/Nrp1/Nus1/Osbpl8/Pdgfd/Pdpk1/Pid1/Pik3r1/Plcb1/Plce1/Prickle1/Prkd1/Prlr/Rab7/Rbpj/Schip1/Setx/Slc39a14/Socs2/Stat3/Stat5b/Tcf7l2/Tmem108/Vegfa/Zfp950,63
GO:0048667,cell morphogenesis involved in neuron differentiation,63/900,265/6311,1.65371342746043e-5,7.40132904918046e-4,5.784960802548237e-4,Adam17/Adarb1/Ank3/Arhgap44/Bcl2/Bdnf/Caprin1/Cdh2/Cdh4/Clic5/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Golga4/Gsk3b/Hecw2/Igf1r/Itgb1/Kalrn/Kidins220/Kif5b/Lama2/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mycbp2/Myot/Nedd4/Nedd4l/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Raph1/Ripor2/Sema5a/Slit2/Slit3/Smurf1/Tanc2/Tgfb2/Tnik/Trak2/Twf2/Vegfa/Wdpcp/Zeb2,63
GO:0019932,second-messenger-mediated signaling,32/900,106/6311,1.6746947978890304e-5,7.409080778246986e-4,5.791019639887295e-4,Ackr3/Adcy8/Agtr1a/Atp1b1/Cap2/Casq2/Cdh13/Cmya5/Fhl2/Gsk3b/Gucy1a2/Hdac4/Itpr1/Mapt/Myh7b/Myoz2/Ncald/Nppa/Nppb/Pde10a/Pde7a/Pln/Ppp1r9a/Prkd1/Rcan1/Rcan2/Rilpl1/Slc8a1/Tnni3/Tox3/Ube2b/Vegfa,32
GO:0005977,glycogen metabolic process,19/900,49/6311,1.9121487277903806e-5,8.177622725850194e-4,6.391720542719191e-4,Agl/Epm2a/Esrrb/Gbe1/Gsk3b/Gys1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Prkag2/Ptges3/Pygb/Tcf7l2/Ugp2,19
GO:0044042,glucan metabolic process,19/900,49/6311,1.9121487277903806e-5,8.177622725850194e-4,6.391720542719191e-4,Agl/Epm2a/Esrrb/Gbe1/Gsk3b/Gys1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Prkag2/Ptges3/Pygb/Tcf7l2/Ugp2,19
GO:2000241,regulation of reproductive process,19/900,49/6311,1.9121487277903806e-5,8.177622725850194e-4,6.391720542719191e-4,B4galt1/Chfr/Gja1/Grb14/Hdac4/Igf1r/Insr/Plcb1/Prkacb/Ptgds/Rbpj/Rps6ka2/Runx1/Shb/Ube2b/Vegfa/Ythdc2/Ythdf3/Zfpm2,19
GO:0007015,actin filament organization,53/900,213/6311,2.0582601019264156e-5,8.70576168386239e-4,6.804519804864889e-4,Actc1/Baiap2l1/Bcl2/Cap2/Ccn2/Clasp1/Coro6/Dstn/Elmo1/Eln/Enah/Fer/Fermt2/Fhod3/Gja1/Hsp90b1/Itgb5/Jmy/Kank1/Kank2/Lmod2/Mtss1/Myo1e/Nck1/Neb/Nebl/Nrp1/Pak2/Pakap/Pdlim1/Pik3r1/Ppargc1b/Ppm1e/Ppp1r9a/Prkce/Prox1/Pstpip2/Rhobtb1/Sema5a/Shroom3/Slit2/Spta1/Sptbn1/Ssh2/Svil/Tnnt2/Tpm1/Ttn/Twf2/Ush1c/Xirp1/Xirp2/Zeb2,53
GO:0120039,plasma membrane bounded cell projection morphogenesis,69/900,300/6311,2.130624493881842e-5,8.913884431468707e-4,6.967190850702865e-4,Adam17/Adarb1/Ank3/Arhgap44/Bcl2/Bdnf/Caprin1/Cdh2/Cdh4/Clu/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Gja1/Golga4/Gsk3b/Hecw2/Igf1r/Itga1/Itgb1/Kalrn/Kank1/Kidins220/Kif5b/Lama2/Lifr/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mycbp2/Myo9a/Myot/Nedd4/Nedd4l/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Raph1/Sema5a/Slc23a2/Slit2/Slit3/Smurf1/Spag9/Tanc2/Tgfb2/Tmem108/Tnik/Trak2/Twf2/Vegfa/Zeb2,69
GO:0010976,positive regulation of neuron projection development,33/900,112/6311,2.1723767115907582e-5,8.963432600660578e-4,7.005918248810472e-4,Adam17/Adamts1/Ankrd1/Bdnf/Camk1d/Caprin1/Clip1/Cpeb1/Creb3l2/Cux2/Dnm1l/Hspb1/Igf1r/Itgb1/Itpr1/Kalrn/Kidins220/Mapt/Mfn1/Nck1/Nfe2l2/Nrp1/Pafah1b1/Ppp1r9a/Prkd1/Qki/Ror1/Setx/Snx3/Tox/Twf2/Ube2v2/Vegfa,33
GO:0010562,positive regulation of phosphorus metabolic process,72/900,317/6311,2.2123307276247207e-5,8.963432600660578e-4,7.005918248810472e-4,Adam17/Adcy8/Adra1a/Agtr1a/Angpt1/Bcl2/Bdnf/Cab39/Ccn1/Ccn2/Ccnd3/Clu/Ctnnd1/Dag1/Ednra/Epha4/Ern1/Fabp3/Fam20a/Fbxw7/Fermt2/Fgd4/Flt1/Fnip1/Fnip2/Gab1/Ghr/Gsk3b/Igf1r/Il15/Insr/Irs1/Itga1/Itgb1/Magi3/Malt1/Mef2c/Nedd9/Nrp1/Osbp/Osbpl8/Pak2/Pcx/Pdgfd/Pfkfb2/Pid1/Pik3r1/Plpp3/Ppara/Ppargc1b/Ppp1r12a/Ppp1r9a/Prkag2/Prkd1/Prlr/Prox1/Prrc1/Ptges3/Ror1/Slc25a12/Slco3a1/Smyd3/Sqstm1/Stat3/Tab2/Tead1/Tfrc/Tgfb2/Tlr4/Tnik/Vegfa/Zeb2,72
GO:0045937,positive regulation of phosphate metabolic process,72/900,317/6311,2.2123307276247207e-5,8.963432600660578e-4,7.005918248810472e-4,Adam17/Adcy8/Adra1a/Agtr1a/Angpt1/Bcl2/Bdnf/Cab39/Ccn1/Ccn2/Ccnd3/Clu/Ctnnd1/Dag1/Ednra/Epha4/Ern1/Fabp3/Fam20a/Fbxw7/Fermt2/Fgd4/Flt1/Fnip1/Fnip2/Gab1/Ghr/Gsk3b/Igf1r/Il15/Insr/Irs1/Itga1/Itgb1/Magi3/Malt1/Mef2c/Nedd9/Nrp1/Osbp/Osbpl8/Pak2/Pcx/Pdgfd/Pfkfb2/Pid1/Pik3r1/Plpp3/Ppara/Ppargc1b/Ppp1r12a/Ppp1r9a/Prkag2/Prkd1/Prlr/Prox1/Prrc1/Ptges3/Ror1/Slc25a12/Slco3a1/Smyd3/Sqstm1/Stat3/Tab2/Tead1/Tfrc/Tgfb2/Tlr4/Tnik/Vegfa/Zeb2,72
GO:0048858,cell projection morphogenesis,69/900,301/6311,2.393418952464053e-5,9.581256701693433e-4,7.488816412585589e-4,Adam17/Adarb1/Ank3/Arhgap44/Bcl2/Bdnf/Caprin1/Cdh2/Cdh4/Clu/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Gja1/Golga4/Gsk3b/Hecw2/Igf1r/Itga1/Itgb1/Kalrn/Kank1/Kidins220/Kif5b/Lama2/Lifr/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mycbp2/Myo9a/Myot/Nedd4/Nedd4l/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Raph1/Sema5a/Slc23a2/Slit2/Slit3/Smurf1/Spag9/Tanc2/Tgfb2/Tmem108/Tnik/Trak2/Twf2/Vegfa/Zeb2,69
GO:0005976,polysaccharide metabolic process,21/900,58/6311,2.414606131629678e-5,9.581256701693433e-4,7.488816412585589e-4,Agl/Epm2a/Esrrb/Ext1/Gbe1/Gsk3b/Gys1/Hs2st1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Prkag2/Ptges3/Pygb/Tcf7l2/Ugp2,21
GO:0006112,energy reserve metabolic process,19/900,50/6311,2.677895958007334e-5,0.0010457870740006971,8.173987659115814e-4,Agl/Epm2a/Esrrb/Gbe1/Gsk3b/Gys1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Prkag2/Ptges3/Pygb/Tcf7l2/Ugp2,19
GO:0042325,regulation of phosphorylation,96/900,456/6311,2.6898654280610297e-5,0.0010457870740006971,8.173987659115814e-4,Adam17/Adarb1/Adcy8/Adra1a/Agtr1a/Angpt1/Atxn1/Bcl2/Bdnf/Cab39/Cblb/Ccn1/Ccn2/Ccnd3/Ccng1/Chordc1/Clu/Cox11/Ctnnd1/Dag1/Ednra/Epha4/Epm2a/Ern1/Fam20a/Fbxw7/Fer/Fermt2/Fgd4/Flt1/Fnip1/Fnip2/Gab1/Ghr/Gsk3b/Heg1/Hspa4/Hspb1/Igf1r/Il15/Insr/Irs1/Irs2/Itgb1/Ldb2/Magi3/Malt1/Mapt/Mef2c/Myocd/Nck1/Nedd9/Nnt/Nppa/Nrp1/Osbp/Osbpl8/Pak2/Pdgfd/Pfkfb2/Pid1/Pik3r1/Pkia/Plce1/Plpp3/Ppargc1b/Ppm1e/Ppp1r14c/Ppp1r9a/Prkag2/Prkce/Prkd1/Prlr/Prox1/Prrc1/Ptges3/Ror1/Shb/Slc8a1/Slco3a1/Slit2/Smyd3/Spag9/Spred2/Sqstm1/Suz12/Tab2/Tead1/Tfrc/Tgfb2/Tlr4/Tmed2/Tnik/Ttn/Vegfa/Zeb2,96
GO:2000146,negative regulation of cell motility,35/900,123/6311,2.8172479274062553e-5,0.0010843587272586677,8.475467975291661e-4,Abcc8/Abhd2/Adamts9/Adarb1/Arid4b/Bcl2/Bmpr1a/Clasp1/Dach1/Dag1/Epha4/Gsk3b/Idh2/Igfbp5/Kank1/Ldlrad4/Lrch1/Mctp1/Mef2c/Mitf/Myocd/Nav3/Nedd9/Nfe2l2/Osbpl8/Plcb1/Ptprg/Ptprk/Ripor2/Slit2/Stard13/Stat3/Tpm1/Zeb2/Zmynd8,35
GO:0090257,regulation of muscle system process,36/900,128/6311,2.867781700395311e-5,0.0010928803727546091,8.542074100812714e-4,Abcc8/Adra1a/Atp1a1/Atp1b1/Cacna1c/Camk2d/Casq2/Ccn2/Cmya5/Dsg2/Dsp/Fbxo32/Flt1/Foxo1/Gsk3b/Hdac4/Igfbp5/Kcnq1/Mef2a/Mef2c/Myh7/Myh7b/Myl3/Myocd/Nppa/Nr4a3/Pln/Ppara/Prkd1/Scn5a/Slc8a1/Tead1/Tnni3/Tnnt2/Trim63/Ttn,36
GO:0055085,transmembrane transport,98/900,469/6311,3.0337188165687294e-5,0.0011447827181346117,8.947748583852868e-4,Abca1/Abcb4/Abcc5/Abcc8/Abcc9/Acsl1/Adra1a/Agtr1a/Ank/Ank3/Ano4/Asph/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Clic5/Dapk1/Dnajc15/Dpp6/Dysf/Ednra/Epm2a/Gja1/Hcn1/Hecw2/Hk2/Insr/Irs1/Irs2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Mef2a/Mef2c/Mpc1/Ndufa4/Nedd4/Nedd4l/Nfe2l2/Nipsnap2/Nnt/Nppa/Nr3c2/Nr4a3/Osbpl8/Per2/Pex7/Pid1/Pirt/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Sec62/Slc20a2/Slc23a2/Slc24a2/Slc25a12/Slc25a13/Slc25a3/Slc25a33/Slc38a2/Slc39a14/Slc4a4/Slc4a7/Slc6a6/Slc8a1/Slco3a1/Slmap/Snta1/Stk39/Tgfb2/Timm23/Trpc1/Ubr3/Wnk2/Ywhaq,98
GO:0005978,glycogen biosynthetic process,14/900,31/6311,3.2327125875034805e-5,0.0011964144951250864,9.351308274377477e-4,Epm2a/Esrrb/Gbe1/Gys1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Ptges3/Ugp2,14
GO:0009250,glucan biosynthetic process,14/900,31/6311,3.2327125875034805e-5,0.0011964144951250864,9.351308274377477e-4,Epm2a/Esrrb/Gbe1/Gys1/Insr/Irs1/Irs2/Per2/Phkg1/Ppp1cb/Ppp1r3a/Ppp1r3b/Ptges3/Ugp2,14
GO:0030001,metal ion transport,69/900,304/6311,3.3727863442988357e-5,0.0012254137916375546,9.577969989471309e-4,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank3/Asph/Atp1a1/Atp1b1/Atp2c1/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Cp/Dnm1l/Dpp6/Dysf/Ednra/Epb41/Epm2a/Gja1/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Nedd4/Nedd4l/Nipsnap2/Nppa/Nr3c2/Nsf/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Sik1/Slc20a2/Slc23a2/Slc24a2/Slc38a2/Slc39a14/Slc4a4/Slc4a7/Slc6a6/Slc8a1/Slmap/Snta1/Snx3/Stk39/Tfrc/Tgfb2/Trpc1/Ubr3/Wnk2,69
GO:0006812,monoatomic cation transport,77/900,349/6311,3.374743099859205e-5,0.0012254137916375546,9.577969989471309e-4,Abcc5/Abcc8/Abcc9/Adra1a/Agtr1a/Ank3/Asph/Atp10d/Atp1a1/Atp1b1/Atp2c1/Atp5f1a/Atp5f1c/Atp6v1b2/Atp6v1h/Bcl2/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Cp/Dnm1l/Dpp6/Dysf/Ednra/Epb41/Epm2a/Gja1/Hcn1/Hecw2/Itgb1/Itpr1/Kcnd3/Kcng2/Kcnip2/Kcnip4/Kcnj3/Kcnn2/Kcnq1/Kcnt2/Kif5b/Ndufa4/Nedd4/Nedd4l/Nipsnap2/Nnt/Nppa/Nr3c2/Nsf/Pirt/Plcb1/Plce1/Pln/Prkce/Prkd1/Rrad/Scn5a/Sik1/Slc20a2/Slc23a2/Slc24a2/Slc38a2/Slc39a14/Slc4a4/Slc4a7/Slc6a6/Slc8a1/Slmap/Snta1/Snx3/Stk39/Tfrc/Tgfb2/Trpc1/Ubr3/Wnk2,77
GO:0051241,negative regulation of multicellular organismal process,85/900,395/6311,3.480560109993365e-5,0.001252025781622847,9.78597225219974e-4,Abcc8/Adam17/Adamts1/Adamts9/Adra1a/Alpk2/Angpt1/Arid4b/Arrdc3/Atp1a1/Bcl2/Bdnf/Bmpr1a/Btg2/Cblb/Cd59a/Cebpb/Col4a2/Cpe/Cxadr/Epha4/Fbxo32/Fbxw7/Fer/Flt1/Foxo1/Gja1/Gsk3b/Hdac9/Hs3st5/Hspb1/Idh2/Igfbp5/Il15/Insr/Ldlrad4/Lnpep/Lpin1/Mbd1/Mef2c/Myocd/Nav3/Nfib/Nppa/Npr3/Nrp1/Ntn1/Pik3r1/Plcl1/Plcl2/Pln/Ppara/Prickle1/Prox1/Ptgds/Ptprg/Rab11fip3/Rarb/Rbpj/Rc3h1/Rel/Ripor2/Runx1/Sema5a/Sfmbt1/Slit2/Smurf1/Socs2/Sox6/Spred2/Stab1/Stard13/Stk39/Suz12/Tcf7l2/Tgfb2/Tlr4/Tob2/Trak2/Trim63/Ubr5/Usf3/Vegfa/Zfp608/Zfpm2,85
